article_id,topic_id,topic_desc
954580,32,Coronavirus (COVID-19)
954580,116,Employee Benefits & Compensation
954580,119,Employee Rights/ Labour Relations
954580,530,Employment and Workforce Wellbeing
954568,5,Employment and HR
954568,32,Coronavirus (COVID-19)
954568,116,Employee Benefits & Compensation
954568,530,Employment and Workforce Wellbeing
954562,5,Employment and HR
954562,116,Employee Benefits & Compensation
954554,5,Employment and HR
954554,32,Coronavirus (COVID-19)
954554,114,Health & Safety
954554,530,Employment and Workforce Wellbeing
954554,540,Operational Impacts and Strategy
954532,5,Employment and HR
954532,32,Coronavirus (COVID-19)
954532,110,Contract of Employment
954532,116,Employee Benefits & Compensation
954532,117,Redundancy/Layoff
954532,530,Employment and Workforce Wellbeing
954496,5,Employment and HR
954496,17,Real Estate and Construction
954496,32,Coronavirus (COVID-19)
954496,116,Employee Benefits & Compensation
954496,300,Construction & Planning
954496,530,Employment and Workforce Wellbeing
954496,540,Operational Impacts and Strategy
954494,5,Employment and HR
954494,110,Contract of Employment
954494,116,Employee Benefits & Compensation
954492,5,Employment and HR
954492,11,Intellectual Property
954492,114,Health & Safety
954492,206,Trade Secrets
954474,5,Employment and HR
954474,14,"Litigation, Mediation & Arbitration"
954474,111,"Discrimination, Disability & Sexual Harassment"
954474,119,Employee Rights/ Labour Relations
954474,264,Trials &amp; Appeals &amp; Compensation
954468,14,"Litigation, Mediation & Arbitration"
954468,270,Libel & Defamation
954464,5,Employment and HR
954464,16,"Food, Drugs, Healthcare, Life Sciences"
954464,32,Coronavirus (COVID-19)
954464,111,"Discrimination, Disability & Sexual Harassment"
954464,114,Health & Safety
954464,292,Healthcare
954464,528,Government Measures
954464,530,Employment and Workforce Wellbeing
954456,5,Employment and HR
954456,14,"Litigation, Mediation & Arbitration"
954456,111,"Discrimination, Disability & Sexual Harassment"
954456,119,Employee Rights/ Labour Relations
954456,264,Trials &amp; Appeals &amp; Compensation
954436,5,Employment and HR
954436,111,"Discrimination, Disability & Sexual Harassment"
954436,119,Employee Rights/ Labour Relations
954420,5,Employment and HR
954420,14,"Litigation, Mediation & Arbitration"
954420,111,"Discrimination, Disability & Sexual Harassment"
954420,264,Trials &amp; Appeals &amp; Compensation
954392,5,Employment and HR
954392,119,Employee Rights/ Labour Relations
954346,5,Employment and HR
954346,111,"Discrimination, Disability & Sexual Harassment"
954346,424,Whistleblowing
954326,5,Employment and HR
954326,32,Coronavirus (COVID-19)
954326,111,"Discrimination, Disability & Sexual Harassment"
954326,116,Employee Benefits & Compensation
954326,530,Employment and Workforce Wellbeing
954324,5,Employment and HR
954324,32,Coronavirus (COVID-19)
954324,111,"Discrimination, Disability & Sexual Harassment"
954324,114,Health & Safety
954324,119,Employee Rights/ Labour Relations
954324,530,Employment and Workforce Wellbeing
954322,5,Employment and HR
954322,9,Consumer Protection
954322,119,Employee Rights/ Labour Relations
954322,261,Education
954318,4,Anti-trust/Competition Law
954318,5,Employment and HR
954318,100,"Antitrust, EU Competition "
954318,101,"Cartels, Monopolies"
954318,114,Health & Safety
954318,116,Employee Benefits & Compensation
954318,119,Employee Rights/ Labour Relations
954306,5,Employment and HR
954306,9,Consumer Protection
954306,111,"Discrimination, Disability & Sexual Harassment"
954306,119,Employee Rights/ Labour Relations
954306,261,Education
954296,5,Employment and HR
954296,14,"Litigation, Mediation & Arbitration"
954296,111,"Discrimination, Disability & Sexual Harassment"
954296,119,Employee Rights/ Labour Relations
954296,264,Trials &amp; Appeals &amp; Compensation
954292,5,Employment and HR
954292,14,"Litigation, Mediation & Arbitration"
954292,111,"Discrimination, Disability & Sexual Harassment"
954292,119,Employee Rights/ Labour Relations
954292,264,Trials &amp; Appeals &amp; Compensation
954272,5,Employment and HR
954272,14,"Litigation, Mediation & Arbitration"
954272,110,Contract of Employment
954272,264,Trials &amp; Appeals &amp; Compensation
954218,5,Employment and HR
954218,112,"Retirement, Superannuation & Pensions"
954218,116,Employee Benefits & Compensation
954212,5,Employment and HR
954212,112,"Retirement, Superannuation & Pensions"
954212,116,Employee Benefits & Compensation
954202,5,Employment and HR
954202,14,"Litigation, Mediation & Arbitration"
954202,111,"Discrimination, Disability & Sexual Harassment"
954202,118,Employment Litigation/ Tribunals
954202,264,Trials &amp; Appeals &amp; Compensation
954154,2,Finance and Banking
954154,3,Corporate/Commercial Law
954154,5,Employment and HR
954154,75,Financial Services
954154,77,M&A/Private Equity
954154,78,Fund Management/ REITs
954154,89,Venture Capital
954154,112,"Retirement, Superannuation & Pensions"
954128,5,Employment and HR
954128,111,"Discrimination, Disability & Sexual Harassment"
954128,118,Employment Litigation/ Tribunals
954124,5,Employment and HR
954124,112,"Retirement, Superannuation & Pensions"
954124,116,Employee Benefits & Compensation
954108,5,Employment and HR
954108,14,"Litigation, Mediation & Arbitration"
954108,111,"Discrimination, Disability & Sexual Harassment"
954108,118,Employment Litigation/ Tribunals
954108,264,Trials &amp; Appeals &amp; Compensation
954098,5,Employment and HR
954098,111,"Discrimination, Disability & Sexual Harassment"
954098,116,Employee Benefits & Compensation
954088,5,Employment and HR
954088,119,Employee Rights/ Labour Relations
954072,7,Environment
954072,151,Environmental Law
954072,390,Waste Management
954012,5,Employment and HR
954012,119,Employee Rights/ Labour Relations
953978,5,Employment and HR
953978,111,"Discrimination, Disability & Sexual Harassment"
953940,5,Employment and HR
953940,111,"Discrimination, Disability & Sexual Harassment"
953940,119,Employee Rights/ Labour Relations
953934,5,Employment and HR
953934,111,"Discrimination, Disability & Sexual Harassment"
953934,119,Employee Rights/ Labour Relations
953918,5,Employment and HR
953918,111,"Discrimination, Disability & Sexual Harassment"
953900,5,Employment and HR
953900,111,"Discrimination, Disability & Sexual Harassment"
953900,116,Employee Benefits & Compensation
953882,5,Employment and HR
953882,111,"Discrimination, Disability & Sexual Harassment"
953882,119,Employee Rights/ Labour Relations
953856,5,Employment and HR
953856,32,Coronavirus (COVID-19)
953856,116,Employee Benefits & Compensation
953856,119,Employee Rights/ Labour Relations
953856,530,Employment and Workforce Wellbeing
953834,5,Employment and HR
953834,111,"Discrimination, Disability & Sexual Harassment"
953834,114,Health & Safety
953834,118,Employment Litigation/ Tribunals
953834,119,Employee Rights/ Labour Relations
953726,5,Employment and HR
953726,111,"Discrimination, Disability & Sexual Harassment"
953726,116,Employee Benefits & Compensation
953726,119,Employee Rights/ Labour Relations
953714,5,Employment and HR
953714,14,"Litigation, Mediation & Arbitration"
953714,111,"Discrimination, Disability & Sexual Harassment"
953714,119,Employee Rights/ Labour Relations
953714,264,Trials &amp; Appeals &amp; Compensation
953698,5,Employment and HR
953698,16,"Food, Drugs, Healthcare, Life Sciences"
953698,114,Health & Safety
953698,116,Employee Benefits & Compensation
953698,292,Healthcare
953684,5,Employment and HR
953684,24,Family and Matrimonial
953684,119,Employee Rights/ Labour Relations
953684,185,Family Law
953684,431,Divorce
953674,5,Employment and HR
953674,116,Employee Benefits & Compensation
953674,119,Employee Rights/ Labour Relations
953672,5,Employment and HR
953672,16,"Food, Drugs, Healthcare, Life Sciences"
953672,32,Coronavirus (COVID-19)
953672,114,Health & Safety
953672,116,Employee Benefits & Compensation
953672,292,Healthcare
953672,530,Employment and Workforce Wellbeing
953654,5,Employment and HR
953654,32,Coronavirus (COVID-19)
953654,111,"Discrimination, Disability & Sexual Harassment"
953654,114,Health & Safety
953654,530,Employment and Workforce Wellbeing
953622,5,Employment and HR
953622,32,Coronavirus (COVID-19)
953622,114,Health & Safety
953622,530,Employment and Workforce Wellbeing
953610,5,Employment and HR
953610,110,Contract of Employment
953610,117,Redundancy/Layoff
953610,368,Outsourcing
953598,5,Employment and HR
953598,119,Employee Rights/ Labour Relations
953584,5,Employment and HR
953584,32,Coronavirus (COVID-19)
953584,119,Employee Rights/ Labour Relations
953584,530,Employment and Workforce Wellbeing
953530,5,Employment and HR
953530,14,"Litigation, Mediation & Arbitration"
953530,112,"Retirement, Superannuation & Pensions"
953530,251,Class Actions
953530,264,Trials &amp; Appeals &amp; Compensation
953526,3,Corporate/Commercial Law
953526,5,Employment and HR
953526,15,"Media, Telecoms, IT, Entertainment"
953526,32,Coronavirus (COVID-19)
953526,88,Compliance
953526,92,Directors and Officers
953526,114,Health & Safety
953526,116,Employee Benefits & Compensation
953526,282,"Broadcasting: Film, TV & Radio"
953526,530,Employment and Workforce Wellbeing
953526,540,Operational Impacts and Strategy
953494,5,Employment and HR
953494,32,Coronavirus (COVID-19)
953494,112,"Retirement, Superannuation & Pensions"
953494,114,Health & Safety
953494,116,Employee Benefits & Compensation
953494,530,Employment and Workforce Wellbeing
953440,5,Employment and HR
953440,32,Coronavirus (COVID-19)
953440,114,Health & Safety
953440,530,Employment and Workforce Wellbeing
953436,5,Employment and HR
953436,114,Health & Safety
953414,5,Employment and HR
953414,12,"Government, Public Sector"
953414,14,"Litigation, Mediation & Arbitration"
953414,112,"Retirement, Superannuation & Pensions"
953414,210,Constitutional & Administrative Law
953414,264,Trials &amp; Appeals &amp; Compensation
953406,5,Employment and HR
953406,32,Coronavirus (COVID-19)
953406,114,Health & Safety
953406,530,Employment and Workforce Wellbeing
953400,5,Employment and HR
953400,119,Employee Rights/ Labour Relations
953390,5,Employment and HR
953390,111,"Discrimination, Disability & Sexual Harassment"
953390,119,Employee Rights/ Labour Relations
953388,5,Employment and HR
953388,18,Tax
953388,32,Coronavirus (COVID-19)
953388,112,"Retirement, Superannuation & Pensions"
953388,116,Employee Benefits & Compensation
953388,326,National Insurance
953388,530,Employment and Workforce Wellbeing
953356,5,Employment and HR
953356,119,Employee Rights/ Labour Relations
953330,5,Employment and HR
953330,16,"Food, Drugs, Healthcare, Life Sciences"
953330,31,Cannabis & Hemp
953330,119,Employee Rights/ Labour Relations
953330,290,Food and Drugs Law
953296,5,Employment and HR
953296,116,Employee Benefits & Compensation
953294,5,Employment and HR
953294,15,"Media, Telecoms, IT, Entertainment"
953294,111,"Discrimination, Disability & Sexual Harassment"
953294,119,Employee Rights/ Labour Relations
953294,392,Social Media
953206,5,Employment and HR
953206,32,Coronavirus (COVID-19)
953206,114,Health & Safety
953206,119,Employee Rights/ Labour Relations
953206,530,Employment and Workforce Wellbeing
953202,3,Corporate/Commercial Law
953202,5,Employment and HR
953202,14,"Litigation, Mediation & Arbitration"
953202,112,"Retirement, Superannuation & Pensions"
953202,113,Unfair/ Wrongful Dismissal
953202,264,Trials &amp; Appeals &amp; Compensation
953202,351,Securities
953188,5,Employment and HR
953188,119,Employee Rights/ Labour Relations
953182,5,Employment and HR
953182,25,Insolvency/Bankruptcy/Re-structuring
953182,95,Insolvency/Bankruptcy
953182,112,"Retirement, Superannuation & Pensions"
953182,116,Employee Benefits & Compensation
953100,5,Employment and HR
953100,32,Coronavirus (COVID-19)
953100,114,Health & Safety
953100,530,Employment and Workforce Wellbeing
953070,5,Employment and HR
953070,26,Privacy
953070,114,Health & Safety
953070,116,Employee Benefits & Compensation
953070,202,Privacy Protection
953044,5,Employment and HR
953044,14,"Litigation, Mediation & Arbitration"
953044,112,"Retirement, Superannuation & Pensions"
953044,264,Trials &amp; Appeals &amp; Compensation
953044,266,Personal Injury
953032,5,Employment and HR
953032,110,Contract of Employment
953032,119,Employee Rights/ Labour Relations
953020,5,Employment and HR
953020,14,"Litigation, Mediation & Arbitration"
953020,27,Law Practice Management
953020,119,Employee Rights/ Labour Relations
953020,264,Trials &amp; Appeals &amp; Compensation
953020,490,Human Resource Management 
952938,5,Employment and HR
952938,116,Employee Benefits & Compensation
952936,5,Employment and HR
952936,114,Health & Safety
952904,5,Employment and HR
952904,18,Tax
952904,116,Employee Benefits & Compensation
952904,328,Tax Authorities
952886,5,Employment and HR
952886,32,Coronavirus (COVID-19)
952886,111,"Discrimination, Disability & Sexual Harassment"
952886,119,Employee Rights/ Labour Relations
952886,530,Employment and Workforce Wellbeing
952868,5,Employment and HR
952868,111,"Discrimination, Disability & Sexual Harassment"
